#Thorlabs FTS
[SpectrumHeader]
"#Date	20240416"
"#Time	12150949"
"#GMTTime	10150949"
"#XAxisUnit	nm_air"
"#YAxisUnit	intensity"
"#Average	1"
"#RollingAverage	0"
"#SpectrumSmooth	0"
"#SSmoothParam1	0"
"#SSmoothParam2	0"
"#SSmoothParam3	0"
"#SSmoothParam4	0"
"#IntegrationTime	0.001500"
"#TriggerMode	0"
"#InterferometerSerial	M00311842"
"#Source	"
"#AirMeasureOpt	0"
"#WnrMin	0.000000"
"#WnrMax	0.000000"
"#Length	3648"
"#Resolution	0.0000000000e+000"
"#ADC	0"
"#Instrument	0"
"#InstrModel	CCS175"
"#Type	emission"
"6.030019531e+002	1.434601436e-004"
"6.031640625e+002	-9.655971662e-004"
"6.033262329e+002	6.731591420e-004"
"6.034883423e+002	-7.835131255e-004"
"6.036504517e+002	7.393715205e-004"
"6.038126221e+002	-5.352167063e-004"
"6.039747925e+002	7.393715205e-004"
"6.041369629e+002	8.717962774e-004"
"6.042991333e+002	1.004221034e-003"
"6.044613037e+002	6.234998582e-004"
"6.046234741e+002	2.328468487e-003"
"6.047856445e+002	-6.841945578e-004"
"6.049478149e+002	6.566060474e-004"
"6.051100464e+002	-1.544955448e-004"
"6.052722168e+002	6.566060474e-004"
"6.054344482e+002	-1.164234243e-003"
"6.055966797e+002	8.055838989e-004"
"6.057589111e+002	-5.186636117e-004"
"6.059211426e+002	5.738405744e-004"
"6.060833740e+002	-3.696857602e-004"
"6.062456055e+002	1.004221034e-003"
"6.064078979e+002	-8.828316641e-005"
"6.065701294e+002	6.234998582e-004"
"6.067324219e+002	1.765663328e-004"
"6.068946533e+002	9.711148450e-004"
"6.070569458e+002	-6.676414632e-004"
"6.072192383e+002	2.179490635e-003"
"6.073815308e+002	4.579689412e-004"
"6.075438232e+002	1.120092697e-003"
"6.077061157e+002	1.269070490e-004"
"6.078684692e+002	1.533920062e-003"
"6.080307617e+002	-2.207079160e-005"
"6.081930542e+002	5.738405744e-004"
"6.083554077e+002	-4.193450441e-004"
"6.085177612e+002	9.049024666e-004"
"6.086801147e+002	9.380086703e-005"
"6.088424683e+002	8.055838989e-004"
"6.090048218e+002	-3.531326656e-004"
"6.091671753e+002	9.545617504e-004"
"6.093295288e+002	-7.007476524e-004"
"6.094919434e+002	8.386900881e-004"
"6.096542969e+002	-2.207079233e-004"
"6.098167114e+002	8.552431827e-004"
"6.099790649e+002	-6.510883686e-004"
"6.101414795e+002	1.351836021e-003"
"6.103038940e+002	4.083096574e-004"
"6.104663086e+002	1.053880318e-003"
"6.106287231e+002	-1.064915676e-003"
"6.107911377e+002	6.400529528e-004"
"6.109536133e+002	-3.531326656e-004"
"6.111160278e+002	1.418048400e-003"
"6.112785034e+002	-5.186636117e-004"
"6.114409180e+002	4.745220358e-004"
"6.116033936e+002	1.600132382e-004"
"6.117658691e+002	5.738405744e-004"
"6.119283447e+002	-2.372610179e-004"
"6.120908203e+002	7.890308043e-004"
"6.122532959e+002	-2.207079233e-004"
"6.124158325e+002	5.241812905e-004"
"6.125783081e+002	-1.015256392e-003"
"6.127407837e+002	-8.828316641e-005"
"6.129033203e+002	1.765663328e-004"
"6.130658569e+002	1.467707683e-003"
"6.132283936e+002	1.103539580e-005"
"6.133909302e+002	1.219411264e-003"
"6.135534668e+002	-6.841945578e-004"
"6.137160034e+002	7.559246151e-004"
"6.138785400e+002	-3.034733818e-004"
"6.140410767e+002	1.980853500e-003"
"6.142036743e+002	-3.531326656e-004"
"6.143662109e+002	1.169751980e-003"
"6.145288086e+002	-2.869202872e-004"
"6.146914063e+002	5.076281959e-004"
"6.148540039e+002	2.427787113e-004"
"6.150166016e+002	8.717962774e-004"
"6.151791992e+002	-9.159378824e-004"
"6.153417969e+002	1.186305075e-003"
"6.155043945e+002	-1.693933271e-003"
"6.156670532e+002	8.055838989e-004"
"6.158296509e+002	-6.179821794e-004"
"6.159923096e+002	1.318729832e-003"
"6.161549683e+002	-9.490440716e-004"
"6.163175659e+002	1.202858170e-003"
"6.164802246e+002	-9.324909770e-004"
"6.166428833e+002	1.434601494e-003"
"6.168056030e+002	1.931194274e-004"
"6.169682617e+002	6.234998582e-004"
"6.171309204e+002	-5.683228956e-004"
"6.172936401e+002	1.517366967e-003"
"6.174562988e+002	-6.676414632e-004"
"6.176190186e+002	-5.517698082e-005"
"6.177817383e+002	-4.027919495e-004"
"6.179443970e+002	9.049024666e-004"
"6.181071167e+002	-1.544955448e-004"
"6.182698975e+002	8.055838989e-004"
"6.184326172e+002	-3.200264764e-004"
"6.185953369e+002	1.782216481e-003"
"6.187580566e+002	-8.828316932e-004"
"6.189208374e+002	2.758849005e-004"
"6.190836182e+002	-9.490440716e-004"
"6.192463379e+002	5.076281959e-004"
"6.194091187e+002	-2.703671926e-004"
"6.195718994e+002	4.579689412e-004"
"6.197346802e+002	-8.828316641e-005"
"6.198974609e+002	7.890308043e-004"
"6.200602417e+002	3.420972789e-004"
"6.202230835e+002	1.020774129e-003"
"6.203858643e+002	-8.993847878e-004"
"6.205487061e+002	8.221369935e-004"
"6.207114868e+002	-8.166193147e-004"
"6.208743286e+002	9.380086558e-004"
"6.210371704e+002	-4.524512333e-004"
"6.212000122e+002	2.427787113e-004"
"6.213628540e+002	-4.027919495e-004"
"6.215256958e+002	6.566060474e-004"
"6.216885986e+002	-3.365795710e-004"
"6.218514404e+002	8.055838989e-004"
"6.220142822e+002	-4.855574225e-004"
"6.221771851e+002	1.451154589e-003"
"6.223400879e+002	-7.835131255e-004"
"6.225029907e+002	3.255441843e-004"
"6.226658325e+002	6.566060474e-004"
"6.228287354e+002	6.566060474e-004"
"6.229916992e+002	2.096725220e-004"
"6.231546021e+002	2.080172068e-003"
"6.233175049e+002	-8.828316932e-004"
"6.234804688e+002	6.069467636e-004"
"6.236433716e+002	-1.346318284e-003"
"6.238063354e+002	4.414158466e-004"
"6.239692383e+002	-5.186636117e-004"
"6.241322021e+002	8.386900881e-004"
"6.242951660e+002	-5.186636117e-004"
"6.244581299e+002	7.559246151e-004"
"6.246210938e+002	-2.703671926e-004"
"6.247841187e+002	7.890308043e-004"
"6.249470825e+002	2.427787113e-004"
"6.251100464e+002	6.400529528e-004"
"6.252730713e+002	8.717962774e-004"
"6.254360962e+002	1.235964359e-003"
"6.255990601e+002	-8.000662201e-004"
"6.257620850e+002	9.545617504e-004"
"6.259251099e+002	-8.497255039e-004"
"6.260881348e+002	9.711148450e-004"
"6.262512207e+002	-4.193450441e-004"
"6.264142456e+002	1.103539602e-003"
"6.265772705e+002	-8.000662201e-004"
"6.267403564e+002	9.049024666e-004"
"6.269033813e+002	-3.862388548e-004"
"6.270664673e+002	7.890308043e-004"
"6.272295532e+002	4.745220358e-004"
"6.273926392e+002	7.559246151e-004"
"6.275557251e+002	6.069467636e-004"
"6.277188110e+002	9.545617504e-004"
"6.278818970e+002	-4.193450441e-004"
"6.280449829e+002	1.484260778e-003"
"6.282081299e+002	-1.081468770e-003"
"6.283712158e+002	5.407343851e-004"
"6.285343628e+002	-2.207079233e-004"
"6.286975098e+002	8.717962774e-004"
"6.288605957e+002	-4.855574225e-004"
"6.290237427e+002	1.351836021e-003"
"6.291868896e+002	-1.246999716e-003"
"6.293500977e+002	1.103539602e-003"
"6.295132446e+002	-3.531326656e-004"
"6.296763916e+002	7.062653312e-004"
"6.298395996e+002	-4.193450441e-004"
"6.300027466e+002	1.037327223e-003"
"6.301659546e+002	-7.173007471e-004"
"6.303291016e+002	3.752034681e-004"
"6.304923096e+002	2.096725220e-004"
"6.306555176e+002	1.103539602e-003"
"6.308187256e+002	9.545617504e-004"
"6.309819336e+002	8.386900881e-004"
"6.311452026e+002	-9.821502026e-004"
"6.313084106e+002	1.285623643e-003"
"6.314716797e+002	6.400529528e-004"
"6.316348877e+002	4.414158466e-004"
"6.317981567e+002	1.583579346e-003"
"6.319614258e+002	1.914641238e-003"
"6.321246338e+002	2.493999433e-003"
"6.322879028e+002	1.227687765e-002"
"6.324511719e+002	1.944767833e-001"
"6.326145020e+002	6.624493003e-001"
"6.327777710e+002	7.500317097e-001"
"6.329410400e+002	3.946864605e-001"
"6.331043701e+002	1.990454346e-001"
"6.332676392e+002	1.075730398e-001"
"6.334309692e+002	6.205203012e-002"
"6.335942993e+002	3.985433280e-002"
"6.337576294e+002	2.275498584e-002"
"6.339209595e+002	1.702761650e-002"
"6.340842896e+002	1.370044425e-002"
"6.342476196e+002	1.279002428e-002"
"6.344109497e+002	1.192926336e-002"
"6.345743408e+002	9.479405358e-003"
"6.347376709e+002	8.287582546e-003"
"6.349010620e+002	5.672193598e-003"
"6.350643921e+002	3.255441785e-003"
"6.352277832e+002	1.765663386e-003"
"6.353911743e+002	-2.372610179e-004"
"6.355545654e+002	1.583579346e-003"
"6.357179565e+002	-2.703671926e-004"
"6.358813477e+002	5.738405744e-004"
"6.360447998e+002	-2.703671926e-004"
"6.362081909e+002	1.467707683e-003"
"6.363715820e+002	1.434601436e-004"
"6.365350342e+002	1.633238629e-003"
"6.366984863e+002	-7.007476524e-004"
"6.368618774e+002	1.070433413e-003"
"6.370253296e+002	-7.835131255e-004"
"6.371887817e+002	7.228184259e-004"
"6.373522339e+002	-1.048362581e-003"
"6.375157471e+002	8.717962774e-004"
"6.376791992e+002	-3.365795710e-004"
"6.378426514e+002	8.055838989e-004"
"6.380061646e+002	-1.213893556e-004"
"6.381696167e+002	1.666344819e-003"
"6.383331299e+002	-3.200264764e-004"
"6.384966431e+002	8.717962774e-004"
"6.386601563e+002	-2.538140980e-004"
"6.388236694e+002	1.153198886e-003"
"6.389871826e+002	-7.338538417e-004"
"6.391506958e+002	1.235964359e-003"
"6.393142090e+002	-2.869202872e-004"
"6.394777832e+002	1.467707683e-003"
"6.396412964e+002	-8.828316641e-005"
"6.398048706e+002	9.711148450e-004"
"6.399684448e+002	-1.015256392e-003"
"6.401319580e+002	2.427787113e-004"
"6.402955322e+002	-4.193450441e-004"
"6.404591064e+002	9.049024666e-004"
"6.406226807e+002	2.593318059e-004"
"6.407863159e+002	3.089910897e-004"
"6.409498901e+002	2.593318059e-004"
"6.411134644e+002	7.559246151e-004"
"6.412770996e+002	-1.379424502e-004"
"6.414406738e+002	1.351836021e-003"
"6.416043091e+002	-7.007476524e-004"
"6.417679443e+002	1.020774129e-003"
"6.419315796e+002	-3.200264764e-004"
"6.420952148e+002	9.380086558e-004"
"6.422588501e+002	-5.021105171e-004"
"6.424224854e+002	5.241812905e-004"
"6.425861206e+002	1.103539616e-004"
"6.427498169e+002	1.434601494e-003"
"6.429134521e+002	-4.027919495e-004"
"6.430771484e+002	3.420972789e-004"
"6.432408447e+002	-1.031809486e-003"
"6.434044800e+002	7.062653312e-004"
"6.435681763e+002	-7.338538417e-004"
"6.437318726e+002	1.384942210e-003"
"6.438955688e+002	-5.352167063e-004"
"6.440593262e+002	1.020774129e-003"
"6.442230225e+002	-3.862388621e-005"
"6.443867188e+002	9.545617504e-004"
"6.445504761e+002	-5.517698082e-005"
"6.447141724e+002	3.420972789e-004"
"6.448779297e+002	-9.159378824e-004"
"6.450416870e+002	3.420972789e-004"
"6.452054443e+002	-5.848759902e-004"
"6.453692017e+002	7.393715205e-004"
"6.455329590e+002	-5.021105171e-004"
"6.456967163e+002	1.169751980e-003"
"6.458604736e+002	-9.987032972e-004"
"6.460242920e+002	5.076281959e-004"
"6.461880493e+002	-4.855574225e-004"
"6.463518677e+002	1.583579346e-003"
"6.465156250e+002	-6.841945578e-004"
"6.466794434e+002	1.136645791e-003"
"6.468432617e+002	-1.379424502e-004"
"6.470070801e+002	1.235964359e-003"
"6.471708984e+002	-8.993847878e-004"
"6.473347168e+002	9.711148450e-004"
"6.474985352e+002	-1.296659000e-003"
"6.476624146e+002	1.235964359e-003"
"6.478262329e+002	-4.027919495e-004"
"6.479901123e+002	1.070433413e-003"
"6.481539307e+002	-1.230446622e-003"
"6.483178101e+002	9.711148450e-004"
"6.484816895e+002	-2.041548287e-004"
"6.486455688e+002	9.380086558e-004"
"6.488094482e+002	-1.213893527e-003"
"6.489733276e+002	1.467707683e-003"
"6.491372070e+002	-9.821502026e-004"
"6.493011475e+002	7.724777097e-004"
"6.494650269e+002	6.069467636e-004"
"6.496289673e+002	6.234998582e-004"
"6.497928467e+002	-4.690043279e-004"
"6.499567871e+002	-5.517698082e-005"
"6.501207275e+002	-2.538140980e-004"
"6.502846680e+002	8.386900881e-004"
"6.504486084e+002	-8.828316641e-005"
"6.506125488e+002	9.380086558e-004"
"6.507764893e+002	-8.828316641e-005"
"6.509404297e+002	1.120092697e-003"
"6.511044312e+002	6.069467781e-005"
"6.512683716e+002	8.552431827e-004"
"6.514323730e+002	-9.821502026e-004"
"6.515963745e+002	1.103539602e-003"
"6.517603149e+002	-4.855574225e-004"
"6.519243164e+002	1.302176737e-003"
"6.520883179e+002	-5.848759902e-004"
"6.522523193e+002	4.745220358e-004"
"6.524163818e+002	-9.987032972e-004"
"6.525803833e+002	7.228184259e-004"
"6.527443848e+002	-6.345352740e-004"
"6.529084473e+002	8.055838989e-004"
"6.530724487e+002	-8.662785986e-004"
"6.532365112e+002	7.393715205e-004"
"6.534005737e+002	-4.524512333e-004"
"6.535646362e+002	9.711148450e-004"
"6.537286377e+002	2.096725220e-004"
"6.538927612e+002	8.386900881e-004"
"6.540568237e+002	1.103539580e-005"
"6.542208862e+002	1.070433413e-003"
"6.543849487e+002	5.241812905e-004"
"6.545490723e+002	7.890308043e-004"
"6.547131348e+002	-3.862388548e-004"
"6.548772583e+002	5.076281959e-004"
"6.550413818e+002	-8.497255039e-004"
"6.552055054e+002	1.153198886e-003"
"6.553695679e+002	-1.098021865e-003"
"6.555336914e+002	1.037327223e-003"
"6.556978760e+002	2.758849041e-005"
"6.558619995e+002	1.798769576e-003"
"6.560261230e+002	2.427787113e-004"
"6.561903076e+002	1.235964359e-003"
"6.563544312e+002	-4.855574225e-004"
"6.565186157e+002	1.318729832e-003"
"6.566827393e+002	-4.193450441e-004"
"6.568469238e+002	1.136645791e-003"
"6.570111084e+002	-8.000662201e-004"
"6.571752930e+002	1.335282926e-003"
"6.573394775e+002	-1.147681149e-003"
"6.575036621e+002	3.255441843e-004"
"6.576679077e+002	5.572874798e-004"
"6.578320923e+002	4.745220358e-004"
"6.579962769e+002	-7.338538417e-004"
"6.581605225e+002	1.120092697e-003"
"6.583247681e+002	-3.862388621e-005"
"6.584889526e+002	1.318729832e-003"
"6.586531982e+002	-1.213893527e-003"
"6.588174438e+002	-6.841945578e-004"
"6.589816895e+002	1.351836021e-003"
"6.591459351e+002	6.069467636e-004"
"6.593102417e+002	8.386900881e-004"
"6.594744873e+002	1.765663328e-004"
"6.596387329e+002	1.136645791e-003"
"6.598030396e+002	4.248627520e-004"
"6.599672852e+002	4.083096574e-004"
"6.601315918e+002	-3.034733818e-004"
"6.602958984e+002	1.004221034e-003"
"6.604602051e+002	-4.193450441e-004"
"6.606245117e+002	5.076281959e-004"
"6.607888184e+002	4.414158320e-005"
"6.609531250e+002	1.202858170e-003"
"6.611174316e+002	-7.338538417e-004"
"6.612817993e+002	1.169751980e-003"
"6.614461060e+002	-2.703671926e-004"
"6.616104736e+002	5.407343851e-004"
"6.617748413e+002	-8.828316932e-004"
"6.619391479e+002	1.103539602e-003"
"6.621035156e+002	-4.358981387e-004"
"6.622678833e+002	7.062653312e-004"
"6.624322510e+002	-2.207079233e-004"
"6.625966187e+002	1.070433413e-003"
"6.627609863e+002	-1.015256392e-003"
"6.629254150e+002	5.407343851e-004"
"6.630897827e+002	-4.358981387e-004"
"6.632542114e+002	4.083096574e-004"
"6.634185791e+002	-1.048362610e-004"
"6.635830078e+002	8.717962774e-004"
"6.637474365e+002	-7.338538417e-004"
"6.639118652e+002	6.566060474e-004"
"6.640762939e+002	-2.538140980e-004"
"6.642407227e+002	3.089910897e-004"
"6.644051514e+002	-6.510883686e-004"
"6.645695801e+002	8.055838989e-004"
"6.647340698e+002	-8.000662201e-004"
"6.648984985e+002	1.070433413e-003"
"6.650629883e+002	-2.041548287e-004"
"6.652274170e+002	1.815322670e-003"
"6.653919067e+002	-1.081468770e-003"
"6.655563965e+002	1.980853500e-003"
"6.657208862e+002	-1.710486395e-004"
"6.658853760e+002	1.931194274e-004"
"6.660498657e+002	-1.561508514e-003"
"6.662143555e+002	6.400529528e-004"
"6.663788452e+002	-8.993847878e-004"
"6.665433960e+002	5.903936690e-004"
"6.667078857e+002	-9.821502026e-004"
"6.668724365e+002	2.758849005e-004"
"6.670369873e+002	-7.173007471e-004"
"6.672014771e+002	1.053880318e-003"
"6.673660278e+002	2.758849041e-005"
"6.675305786e+002	5.738405744e-004"
"6.676951294e+002	-1.147681149e-003"
"6.678596802e+002	1.169751980e-003"
"6.680242920e+002	-8.993847878e-004"
"6.681888428e+002	1.500813873e-003"
"6.683533936e+002	-9.821502026e-004"
"6.685180054e+002	3.752034681e-004"
"6.686826172e+002	-3.365795710e-004"
"6.688471680e+002	7.393715205e-004"
"6.690117798e+002	-8.828316641e-005"
"6.691763916e+002	1.020774129e-003"
"6.693410034e+002	-3.862388548e-004"
"6.695056152e+002	1.120092697e-003"
"6.696702271e+002	-9.159378824e-004"
"6.698348999e+002	1.235964359e-003"
"6.699995117e+002	1.103539616e-004"
"6.701641235e+002	4.083096574e-004"
"6.703287964e+002	-1.429083757e-003"
"6.704934692e+002	1.699451008e-003"
"6.706580811e+002	-1.131128054e-003"
"6.708227539e+002	6.069467636e-004"
"6.709874268e+002	-9.987032972e-004"
"6.711520996e+002	3.917565627e-004"
"6.713167725e+002	-1.495296136e-003"
"6.714814453e+002	1.335282926e-003"
"6.716461792e+002	-6.014290848e-004"
"6.718108521e+002	1.318729832e-003"
"6.719755859e+002	-1.031809486e-003"
"6.721402588e+002	1.186305075e-003"
"6.723049927e+002	-8.828316641e-005"
"6.724697266e+002	7.228184259e-004"
"6.726343994e+002	-8.993847878e-004"
"6.727991333e+002	8.883493720e-004"
"6.729638672e+002	-3.696857602e-004"
"6.731286621e+002	8.386900881e-004"
"6.732933960e+002	-1.048362610e-004"
"6.734581299e+002	3.586503735e-004"
"6.736229248e+002	2.758849005e-004"
"6.737876587e+002	1.004221034e-003"
"6.739524536e+002	-1.876017341e-004"
"6.741171875e+002	5.076281959e-004"
"6.742819824e+002	-6.510883686e-004"
"6.744467773e+002	7.559246151e-004"
"6.746115723e+002	-1.164234243e-003"
"6.747763672e+002	9.876679396e-004"
"6.749411621e+002	-1.048362581e-003"
"6.751059570e+002	5.407343851e-004"
"6.752708130e+002	-1.710486395e-004"
"6.754356079e+002	1.070433413e-003"
"6.756004639e+002	-2.538140980e-004"
"6.757652588e+002	1.235964359e-003"
"6.759301147e+002	-7.669600309e-004"
"6.760949707e+002	9.711148450e-004"
"6.762598267e+002	2.262256166e-004"
"6.764246826e+002	1.235964359e-003"
"6.765895386e+002	-2.372610179e-004"
"6.767543945e+002	2.427787113e-004"
"6.769192505e+002	-1.180787338e-003"
"6.770841064e+002	7.559246151e-004"
"6.772490234e+002	-1.611167798e-003"
"6.774138794e+002	3.752034681e-004"
"6.775787964e+002	-1.478743041e-003"
"6.777437134e+002	4.083096574e-004"
"6.779085693e+002	-1.876017341e-004"
"6.780734863e+002	1.418048400e-003"
"6.782384033e+002	1.103539580e-005"
"6.784033203e+002	9.545617504e-004"
"6.785682983e+002	1.434601436e-004"
"6.787332153e+002	7.393715205e-004"
"6.788981323e+002	-3.862388548e-004"
"6.790631104e+002	4.745220358e-004"
"6.792280273e+002	-7.504069363e-004"
"6.793930054e+002	1.931194332e-003"
"6.795579224e+002	-3.531326656e-004"
"6.797229004e+002	3.917565627e-004"
"6.798878784e+002	-1.379424502e-004"
"6.800528564e+002	1.169751980e-003"
"6.802178345e+002	-1.876017341e-004"
"6.803828125e+002	9.711148450e-004"
"6.805478516e+002	-6.345352740e-004"
"6.807128296e+002	5.572874798e-004"
"6.808778076e+002	-5.021105171e-004"
"6.810428467e+002	1.120092697e-003"
"6.812078857e+002	-6.345352740e-004"
"6.813728638e+002	1.600132382e-004"
"6.815379028e+002	-7.835131255e-004"
"6.817029419e+002	9.214555612e-004"
"6.818679810e+002	5.076281959e-004"
"6.820330200e+002	9.049024666e-004"
"6.821980591e+002	3.752034681e-004"
"6.823630981e+002	1.153198886e-003"
"6.825281982e+002	-9.987032972e-004"
"6.826932373e+002	5.738405744e-004"
"6.828583374e+002	-7.835131255e-004"
"6.830233765e+002	8.221369935e-004"
"6.831884766e+002	-5.517697900e-006"
"6.833535767e+002	9.711148450e-004"
"6.835186768e+002	-5.848759902e-004"
"6.836837769e+002	1.004221034e-003"
"6.838488770e+002	-5.021105171e-004"
"6.840139771e+002	6.234998582e-004"
"6.841790771e+002	2.593318059e-004"
"6.843441772e+002	1.567026251e-003"
"6.845093384e+002	-3.531326656e-004"
"6.846744385e+002	9.049024666e-004"
"6.848395996e+002	-3.200264764e-004"
"6.850047607e+002	8.221369935e-004"
"6.851698608e+002	-2.207079233e-004"
"6.853350220e+002	1.666344819e-003"
"6.855001831e+002	-6.676414632e-004"
"6.856653442e+002	3.420972789e-004"
"6.858305054e+002	-9.987032972e-004"
"6.859957275e+002	4.083096574e-004"
"6.861608887e+002	-1.213893556e-004"
"6.863260498e+002	4.083096574e-004"
"6.864912720e+002	7.228184259e-004"
"6.866564941e+002	9.049024666e-004"
"6.868216553e+002	-7.338538417e-004"
"6.869868774e+002	2.096725220e-004"
"6.871520996e+002	-9.987032972e-004"
"6.873173218e+002	9.214555612e-004"
"6.874825439e+002	-7.173007471e-004"
"6.876477661e+002	1.368389116e-003"
"6.878129883e+002	-9.655971662e-004"
"6.879782104e+002	2.262256166e-004"
"6.881434937e+002	-7.669600309e-004"
"6.883087158e+002	2.328468487e-003"
"6.884739990e+002	-1.031809486e-003"
"6.886392822e+002	7.062653312e-004"
"6.888045044e+002	-2.869202872e-004"
"6.889697876e+002	2.096725220e-004"
"6.891350708e+002	-1.048362610e-004"
"6.893003540e+002	7.228184259e-004"
"6.894656372e+002	6.234998582e-004"
"6.896309204e+002	1.335282926e-003"
"6.897962646e+002	-5.352167063e-004"
"6.899615479e+002	1.070433413e-003"
"6.901268921e+002	-6.179821794e-004"
"6.902921753e+002	3.752034681e-004"
"6.904575195e+002	-8.000662201e-004"
"6.906228027e+002	3.917565627e-004"
"6.907881470e+002	8.717962774e-004"
"6.909534912e+002	9.545617504e-004"
"6.911188354e+002	-9.655971662e-004"
"6.912841797e+002	7.724777097e-004"
"6.914495239e+002	-3.365795710e-004"
"6.916149292e+002	1.302176737e-003"
"6.917802734e+002	-1.114574960e-003"
"6.919456177e+002	1.252517453e-003"
"6.921110229e+002	-4.193450441e-004"
"6.922764282e+002	9.380086558e-004"
"6.924417725e+002	-3.200264764e-004"
"6.926071777e+002	4.745220358e-004"
"6.927725830e+002	-4.855574225e-004"
"6.929379883e+002	5.738405744e-004"
"6.931033936e+002	-8.828316641e-005"
"6.932687988e+002	2.427787113e-004"
"6.934342041e+002	-3.365795710e-004"
"6.935996704e+002	1.517366967e-003"
"6.937650757e+002	1.765663328e-004"
"6.939305420e+002	1.351836021e-003"
"6.940959473e+002	-1.710486395e-004"
"6.942614136e+002	1.153198886e-003"
"6.944268799e+002	-4.193450441e-004"
"6.945922852e+002	1.831875765e-003"
"6.947577515e+002	-1.313212095e-003"
"6.949232178e+002	1.269070490e-004"
"6.950886841e+002	7.890308043e-004"
"6.952542114e+002	8.717962774e-004"
"6.954196777e+002	-1.064915676e-003"
"6.955851440e+002	5.407343851e-004"
"6.957506714e+002	-9.159378824e-004"
"6.959161377e+002	6.400529528e-004"
"6.960816650e+002	-2.869202872e-004"
"6.962471924e+002	1.120092697e-003"
"6.964126587e+002	-1.230446622e-003"
"6.965781860e+002	1.351836021e-003"
"6.967437134e+002	-5.352167063e-004"
"6.969092407e+002	8.386900881e-004"
"6.970748291e+002	9.214555612e-004"
"6.972403564e+002	1.467707683e-003"
"6.974058838e+002	2.262256166e-004"
"6.975714111e+002	2.758849005e-004"
"6.977369995e+002	-1.197340433e-003"
"6.979025879e+002	1.186305075e-003"
"6.980681152e+002	-1.213893527e-003"
"6.982337036e+002	9.711148450e-004"
"6.983992920e+002	-8.000662201e-004"
"6.985648804e+002	7.393715205e-004"
"6.987304688e+002	-1.114574960e-003"
"6.988960571e+002	3.089910897e-004"
"6.990616455e+002	2.096725220e-004"
"6.992272339e+002	8.717962774e-004"
"6.993928833e+002	-5.517698082e-005"
"6.995584717e+002	9.876679396e-004"
"6.997241211e+002	-9.324909770e-004"
"6.998897095e+002	1.302176737e-003"
"7.000553589e+002	-1.379424473e-003"
"7.002210083e+002	9.876679396e-004"
"7.003866577e+002	-1.180787338e-003"
"7.005523071e+002	2.593318059e-004"
"7.007179565e+002	-4.690043279e-004"
"7.008836060e+002	9.380086558e-004"
"7.010492554e+002	1.285623643e-003"
"7.012149658e+002	-1.081468770e-003"
"7.013806152e+002	8.386900881e-004"
"7.015462646e+002	-5.848759902e-004"
"7.017119751e+002	1.682897913e-003"
"7.018776855e+002	-4.524512333e-004"
"7.020433350e+002	8.386900881e-004"
"7.022090454e+002	-1.876017341e-004"
"7.023747559e+002	1.269070548e-003"
"7.025404663e+002	1.931194274e-004"
"7.027061768e+002	1.004221034e-003"
"7.028719482e+002	-5.683228956e-004"
"7.030376587e+002	7.228184259e-004"
"7.032033691e+002	-4.524512333e-004"
"7.033691406e+002	9.876679396e-004"
"7.035348511e+002	9.049024666e-004"
"7.037006226e+002	1.699451008e-003"
"7.038663330e+002	-1.478743041e-003"
"7.040321045e+002	5.738405744e-004"
"7.041978760e+002	-1.578061609e-003"
"7.043636475e+002	3.752034681e-004"
"7.045294189e+002	2.427787113e-004"
"7.046951904e+002	1.053880318e-003"
"7.048609619e+002	3.586503735e-004"
"7.050267944e+002	1.368389116e-003"
"7.051925659e+002	2.096725220e-004"
"7.053583984e+002	1.467707683e-003"
"7.055241699e+002	4.083096574e-004"
"7.056900024e+002	1.103539602e-003"
"7.058557739e+002	1.285623643e-003"
"7.060216064e+002	7.559246151e-004"
"7.061874390e+002	1.434601436e-004"
"7.063532715e+002	9.380086558e-004"
"7.065191040e+002	-8.828316932e-004"
"7.066849365e+002	7.890308043e-004"
"7.068508301e+002	-5.848759902e-004"
"7.070166626e+002	4.083096574e-004"
"7.071824951e+002	-6.179821794e-004"
"7.073483887e+002	1.169751980e-003"
"7.075142212e+002	7.724777242e-005"
"7.076801147e+002	-2.207079160e-005"
"7.078460083e+002	3.752034681e-004"
"7.080119019e+002	1.550473156e-003"
"7.081777344e+002	-6.179821794e-004"
"7.083436279e+002	5.738405744e-004"
"7.085095825e+002	-4.524512333e-004"
"7.086754761e+002	8.883493720e-004"
"7.088413696e+002	-3.531326656e-004"
"7.090072632e+002	1.037327223e-003"
"7.091732178e+002	-1.313212095e-003"
"7.093391113e+002	6.069467636e-004"
"7.095050659e+002	-8.331724093e-004"
"7.096709595e+002	5.738405744e-004"
"7.098369141e+002	-4.855574225e-004"
"7.100028687e+002	7.724777097e-004"
"7.101688232e+002	-3.862388548e-004"
"7.103347778e+002	8.055838989e-004"
"7.105007324e+002	2.758849005e-004"
"7.106666870e+002	9.380086558e-004"
"7.108327026e+002	-7.338538417e-004"
"7.109986572e+002	1.053880318e-003"
"7.111646118e+002	-1.015256392e-003"
"7.113306274e+002	8.055838989e-004"
"7.114965820e+002	-1.048362610e-004"
"7.116625977e+002	8.386900881e-004"
"7.118286133e+002	2.758849005e-004"
"7.119946289e+002	1.484260778e-003"
"7.121606445e+002	-1.098021865e-003"
"7.123266602e+002	7.724777097e-004"
"7.124926758e+002	-1.114574960e-003"
"7.126586914e+002	-2.207079160e-005"
