#Thorlabs FTS
[SpectrumHeader]
#Date	20240416
#Time	12112851
#GMTTime	10112851
#XAxisUnit	nm_air
#YAxisUnit	intensity
#Average	1
#RollingAverage	0
#SpectrumSmooth	0
#SSmoothParam1	0
#SSmoothParam2	0
#SSmoothParam3	0
#SSmoothParam4	0
#IntegrationTime	0.001010
#TriggerMode	0
#InterferometerSerial	M00311842
#Source	
#AirMeasureOpt	0
#WnrMin	0.000000
#WnrMax	0.000000
#Length	3648
#Resolution	0.0000000000e+000
#ADC	0
#Instrument	0
#InstrModel	CCS175
#Type	emission
#AirTemp	0.00
#AirPressure	0.00
#AirRelHum	0.00
#Name	
#Comment	""
[Data]
4.991233215e+002	5.831145099e-004
4.992806702e+002	-4.590475874e-004
4.994380493e+002	9.966709185e-004
4.995954285e+002	-1.282024750e-004
4.997528076e+002	9.635863826e-004
4.999101868e+002	-5.583011080e-004
5.000675659e+002	1.310973661e-003
5.002249756e+002	-4.755898262e-004
5.003823853e+002	5.004032282e-004
5.005398254e+002	-7.402659394e-004
5.006972351e+002	5.004032282e-004
5.008546753e+002	-2.311780117e-003
5.010121155e+002	4.673187213e-004
5.011695862e+002	-1.501209685e-003
5.013270264e+002	-4.549120058e-005
5.014844971e+002	2.853538899e-004
5.016419678e+002	1.199313483e-004
5.017994690e+002	-1.286160317e-003
5.019569397e+002	4.176919465e-004
5.021144409e+002	2.522693831e-004
5.022719727e+002	6.327412557e-004
5.024294739e+002	8.808751008e-004
5.025870056e+002	1.046297606e-003
5.027445374e+002	7.030458073e-005
5.029020691e+002	2.121544210e-003
5.030596313e+002	3.846074396e-004
5.032171631e+002	7.650792832e-004
5.033747253e+002	-9.056884446e-004
5.035323181e+002	1.033890949e-004
5.036898804e+002	-3.101672919e-004
5.038474731e+002	2.688116510e-004
5.040050659e+002	-1.881681499e-003
5.041626892e+002	1.195177902e-003
5.043202820e+002	-1.650089980e-003
5.044779053e+002	7.650792832e-004
5.046355286e+002	-9.883997263e-004
5.047931824e+002	4.342341854e-004
5.049508057e+002	-4.590475874e-004
5.051084595e+002	5.831145099e-004
5.052661438e+002	-8.395194309e-004
5.054237976e+002	9.801286506e-004
5.055814819e+002	-7.568081492e-004
5.057391663e+002	1.013213070e-003
5.058968506e+002	4.176919465e-004
5.060545654e+002	1.112466678e-003
5.062122498e+002	-1.352329389e-003
5.063699646e+002	9.305018466e-004
5.065277100e+002	-8.560616989e-004
5.066854248e+002	4.342341854e-004
5.068431702e+002	-1.600463176e-003
5.070009155e+002	-1.943715033e-004
5.071586609e+002	-5.417588400e-004
5.073164368e+002	6.989102694e-004
5.074742126e+002	-6.906391354e-004
5.076319885e+002	1.095924410e-003
5.077897644e+002	-4.590475874e-004
5.079475708e+002	1.129008946e-003
5.081053772e+002	-1.116602216e-004
5.082631836e+002	9.139595786e-004
5.084209900e+002	-1.203449094e-003
